# hh_cnexp_0940.txt
# dt = 940 [usec]
# t [usec], V [mV]
0, -65.000000
940, -64.982583
1880, -64.968899
2819, -64.959265
3759, -64.953596
4699, -64.951430
5639, -64.952075
6579, -64.954732
7519, -64.958605
8459, -64.962984
9399, -64.967290
10340, -64.971106
11280, -64.974172
12220, -64.976375
13160, -64.977718
14100, -64.978293
15040, -64.978243
15980, -64.977739
16920, -64.976952
17860, -64.976036
18800, -64.975119
19740, -64.974294
20679, -64.973621
21619, -64.973129
22559, -64.972820
23499, -64.972678
24439, -64.972673
25379, -64.972770
26319, -64.972933
27259, -64.973127
28199, -64.973325
29139, -64.973507
30079, -64.973657
31019, -64.973769
31959, -64.973842
32899, -64.973878
33839, -64.973885
34779, -64.973868
35719, -64.973836
36659, -64.973796
37599, -64.973754
38539, -64.973716
39479, -64.973683
40419, -64.973658
41359, -64.973642
42299, -64.973633
43239, -64.973632
44179, -64.973635
45119, -64.973641
46059, -64.973650
46999, -64.973659
47939, -64.973668
48879, -64.973675
49819, -64.973681
50759, -37.580700
51699, 23.578148
52639, 10.757198
53579, -32.992485
54519, -56.400342
55459, -70.049299
56399, -69.466522
57339, -66.516164
58279, -62.893822
59219, -59.173761
60159, -55.587982
61099, -51.768499
62039, -46.448495
62979, -35.857896
63919, -14.819388
64859, -15.809371
65799, -42.181655
66739, -61.513316
67679, -68.334040
68619, -66.524170
69559, -63.142926
70499, -59.500238
71439, -56.021074
72379, -52.538582
73319, -48.229782
74259, -40.997256
75199, -26.187209
76139, -13.618052
77079, -33.070045
78019, -53.361314
78959, -66.986883
79899, -67.203472
80839, -64.227473
81779, -60.630063
82719, -57.111158
83659, -53.720180
84599, -49.898712
85539, -44.236368
86479, -33.116346
87419, -16.131472
88359, -23.798320
89299, -46.038284
90239, -63.561629
91179, -67.709337
92119, -65.443564
93059, -61.969211
93999, -58.389469
94939, -54.988253
95879, -51.447255
96819, -46.758526
97759, -38.369097
98699, -22.218993
99639, -16.531347
100579, -38.566547
101519, -57.754748
102459, -67.634774
103399, -66.535786
104339, -63.298478
105279, -59.687750
106219, -56.227639
107159, -52.810104
108099, -48.725291
109039, -42.180399
109979, -29.011122
110919, -14.533833
111859, -29.960849
112799, -50.673200
113739, -65.982917
114679, -67.369778
115619, -64.611205
116559, -61.049465
117499, -57.514642
118439, -54.130440
119379, -50.429128
120319, -45.151958
121259, -35.089504
122199, -18.012596
123139, -20.953554
124079, -43.598502
125019, -61.829232
125959, -67.765926
126899, -65.822825
127839, -62.412884
128779, -58.816964
129719, -55.402263
130659, -51.910308
131599, -47.461564
132539, -39.774538
133479, -24.539235
134419, -15.237444
135359, -35.820531
136299, -55.418728
137239, -67.327462
138179, -66.852557
139119, -63.740645
140059, -60.135238
140999, -56.650927
141939, -53.252765
142879, -49.314323
143819, -43.244814
144759, -31.146893
145699, -15.130943
146639, -26.874753
147579, -48.322692
148519, -64.883011
149459, -67.558548
150399, -65.032320
151339, -61.510117
152279, -57.950269
153219, -54.565646
154159, -50.947750
155099, -45.999138
156039, -36.852258
156979, -20.100143
157919, -18.462771
158859, -41.087827
159799, -59.854032
160739, -67.753184
161679, -66.194192
162619, -62.862701
163559, -59.256462
164499, -55.820086
165439, -52.373826
166379, -48.119201
167319, -41.053040
168259, -26.853301
169199, -14.577806
170139, -32.901468
171079, -52.996511
172019, -66.779878
172959, -67.136683
173899, -64.186100
174839, -60.597257
175779, -57.085503
176719, -53.703038
177659, -49.893936
178599, -44.264334
179539, -33.251982
180479, -16.383617
181419, -23.722108
182359, -45.898452
183299, -63.444607
184239, -67.695836
185179, -65.448887
186119, -61.978605
187059, -58.399605
187999, -54.999218
188939, -51.462620
189879, -46.786861
190819, -38.438023
191759, -22.348441
192699, -16.485476
193639, -38.440934
194579, -57.641367
195519, -67.620297
196459, -66.548371
197399, -63.316550
198339, -59.706096
199279, -56.245249
200219, -52.828837
201159, -48.751969
202099, -42.232053
203039, -29.115870
203979, -14.554516
204919, -29.814966
205859, -50.558623
206799, -65.934900
207739, -67.379249
208679, -64.631221
209619, -61.071186
210559, -57.535097
211499, -54.150934
212439, -50.453642
213379, -45.191976
214319, -35.170477
215259, -18.094056
216199, -20.829515
217139, -43.488513
218079, -61.746737
219019, -67.767572
219959, -65.840165
220899, -62.433405
221839, -58.836820
222779, -55.421419
223719, -51.931485
224659, -47.493338
225599, -39.836949
226539, -24.648758
227479, -15.193333
228419, -35.688316
229359, -55.306531
230299, -67.307650
231239, -66.866495
232179, -63.761256
233119, -60.156383
234059, -56.670700
234999, -53.273494
235939, -49.341087
236879, -43.291659
237819, -31.240777
238759, -15.169880
239699, -26.732046
240639, -48.215492
241579, -64.826688
242519, -67.566185
243459, -65.051370
244399, -61.531176
245339, -57.970336
246279, -54.585651
247219, -50.971483
248159, -46.037866
249099, -36.929757
250039, -20.201740
250979, -21.925712
251919, -44.338853
252859, -66.006796
253799, -74.366082
254739, -75.093864
255679, -74.644174
256619, -73.852703
257559, -72.889302
258499, -71.833670
259439, -70.750041
260379, -69.692069
261319, -68.699574
262259, -67.797854
263199, -67.000270
264139, -66.312649
265080, -65.732840
266020, -65.261566
266960, -64.896715
267900, -64.636325
268840, -64.471919
269780, -64.396836
270720, -64.398638
271660, -64.459893
272600, -64.560277
273540, -64.679355
274480, -64.799234
275420, -64.906406
276360, -64.992458
277300, -65.053772
278240, -65.089288
279180, -65.102640
280120, -65.098941
281060, -65.083567
282000, -65.061496
282940, -65.036919
283880, -65.013065
284820, -64.992158
285760, -64.975301
286700, -64.962820
287640, -64.954806
288580, -64.950891
289520, -64.950389
290460, -64.952451
291400, -64.956189
292340, -64.960776
293280, -64.965518
294220, -64.969885
295160, -64.973526
296100, -64.976259
297040, -64.978040
297980, -64.978936
298920, -64.979087
299860, -64.978671
300800, -64.977877
